4000;4755003746;1153269458;5407002637
5000;7992433991;1510563354;8301381587
6000;12039173481;1740699704;12087854619
7000;16970422327;2526199837;16336695293
8000;24307122607;2656736116;21730361138
9000;30848504142;3247270119;27889577127
10000;39647740370;3349177734;33610154351
1000;290318929;272206133;309040681
2000;1127104586;522586855;1324871133
3000;2554095590;798784663;2975067362
4000;4802078434;1154729810;5391454768
5000;7902675083;1517654402;8268853976
6000;12326610810;2008828605;12081521896
7000;17421643973;2056975624;16384786421
8000;23284508662;2842644517;22306073137
9000;30509208977;3210787617;27392778822
10000;39595518533;3763024563;34400476372
1000;293522830;282342833;304049059
2000;1175599731;525850199;1330417328
3000;2627529276;802564713;2986706250
4000;4781759602;1070352031;5388743477
5000;7822365896;1484084893;8269051867
6000;12068077919;1843465385;12216096502
7000;17462295427;2177779723;16260042583
8000;23365206495;2748345924;22076113929
9000;31348296027;3206606749;27386685007
10000;39392992864;3655704580;34107297524
1000;290049763;289855926;309685027
2000;1169933539;559777317;1328025612
3000;2730023047;816361453;2977490625
4000;4851035334;1137127871;5391603575
5000;7891223966;1528968491;8251182077
6000;11875275086;1953811200;12147185662
7000;17513273352;2113724226;16261977435
8000;24436252598;2496251254;21913497340
9000;31259753875;3051835815;27515163244
10000;38864492259;3689413124;34849871377
1000;281962813;284162233;307435833
2000;1165081090;537721771;1329593171
3000;2567778154;802957146;2974673324
4000;4747239989;1149316738;5394385349
5000;7879246145;1542060760;8224274685
6000;12062794199;1806487635;12097171248
7000;17210811982;2173207325;16255550311
8000;23018233577;2933404796;22230536232
9000;31163169223;3209335605;27479078836
10000;39839223958;3717589664;35030472095
1000;283132733;256366958;309311257
2000;1182226726;524126570;1321888345
3000;2597328722;781333911;2983201335
4000;4727487083;1206437930;5388836025
5000;8049842015;1489394104;8290772218
6000;12207893691;1711143327;12022513860
7000;17465496029;2220355762;16376464558
8000;23015983630;2772384867;22370026062
9000;30894490642;3245475643;27267714083
10000;38975594750;3708512763;34499932436
1000;271456453;270472402;322591758
2000;1156348943;559612453;1324182725
3000;2597308074;836564594;2977206117
4000;4783132677;1127284929;5426471689
5000;7983697717;1616360031;8294586220
6000;12172612247;1732701677;12082822284
7000;17682051200;2075383250;16248732161
8000;23613962576;2973471025;21752051534
9000;30629414094;3139772297;27890625533
10000;39337448530;3750750929;34384359924
1000;318801855;285013667;304886717
2000;1119210414;524578358;1323862625
3000;2657132719;838607879;2984133698
4000;4726364298;1153687808;5410018403
5000;7959444280;1537534612;8282740111
6000;12022435559;1687825294;12063651786
7000;16977257361;2067592455;16320228423
8000;23318543845;2695544229;22101033266
9000;31080023597;3186296559;27692525161
10000;39545143000;3764983201;34683698645
1000;302336823;277454243;311448063
2000;1134632483;526140660;1332140380
3000;2559619284;825830852;2970459232
4000;4773209938;1140664983;5404521013
5000;7942291330;1548897825;8281090643
6000;12244180498;1889834354;12280438580
7000;16877388649;2241521407;16237930083
8000;22810920218;2488078641;22004896416
9000;30879998227;3157002044;27390149285
10000;39290684087;3735533318;34649008060
1000;297111928;283120767;309782314
2000;1167023827;540765243;1334670268
3000;2745879379;830722451;2969281543
4000;4717252029;1155557482;5424675237
5000;7897530390;1482434964;8229605040
6000;12057395753;1695366720;12132358588
7000;17511364348;2059220109;16372116226
8000;22954451238;2786805345;22043233146
9000;30880159412;3198124810;27538532498
10000;39571121742;3654499294;34196965754
1000;306101272;280411520;312883685
2000;1176774161;528413909;1327182528
3000;2638820632;816769859;2977000570
4000;4876323451;1140504480;5391467988
5000;7790919952;1462500261;8231544940
6000;11995331972;2122278898;12036806380
7000;17284599785;2184552679;16675360270
8000;23088106683;2572824176;21893964474
9000;29940323482;3148771588;27456870074
10000;39348453468;3679834783;34502631604
1000;283683974;268632493;311870260
2000;1181411412;520493946;1323298472
3000;2638887038;787364320;2975079475
4000;4754950313;1128303948;5403570286
5000;8189099142;1548479595;8359430998
6000;12144379372;1854608217;12122867851
7000;17391186383;2269451730;16413291720
8000;23066125984;2924946324;21729024244
9000;30890993101;3238661657;27334458812
10000;40197236620;3041251371;34239124142
1000;283990016;276703458;307193261
2000;1166264397;550361580;1325123036
3000;2676807882;826654780;2987959829
4000;4949126311;1136099207;5395239095
5000;8099731910;1472980818;8278327580
6000;12175849359;1915585462;12129986805
7000;17499829402;2170430743;16377521558
8000;23298586721;2797942546;21950742819
9000;30610379018;3241719598;27814985977
10000;39250783011;3791876049;34393112687
1000;315430037;274160675;310362345
2000;1149607966;535919566;1325127429
3000;2553596581;805077053;2970120025
4000;4719306570;1186249313;5380948030
5000;7779844646;1474503470;8243084211
6000;12407283231;1888183491;12063094927
7000;17334065649;2253317696;16289108784
8000;23994816188;2625631752;21931126773
9000;31766471068;3190690620;27103242827
10000;38849585461;3747174884;34330441835
1000;288524213;277212512;311513132
2000;1109573097;532663500;1325176182
3000;2584335955;787919949;2978294275
4000;4686903084;1150641958;5406294320
5000;7881331168;1457773937;8247608778
6000;12285273209;1921863705;12055245104
7000;17157605192;2116534055;16319526065
8000;22823745914;2891808996;22145660953
9000;31084116518;3168322090;27319859638
10000;40102604245;3373472139;34235427603
1000;291306097;278056290;315465546
2000;1194368696;550271800;1329825375
3000;2611759994;771261072;2976680701
4000;4725605807;1046727345;5447520841
5000;8010455980;1449707682;8289380399
6000;12018640650;1776855437;12129874246
7000;17372287717;2430113495;16444102669
8000;23941008438;2537165925;21891649814
9000;30846472428;3185314787;27520942124
10000;38934802455;3706905175;34965847320
1000;314129912;287090915;310791078
2000;1152121451;533348667;1328256975
3000;2612985673;827271126;2985634351
4000;4814019706;1127758193;5402556799
5000;7975495102;1497536430;8307096041
6000;12024368138;1785290283;12142217157
7000;17577409149;2231154796;16451192977
8000;23156751011;2709731130;22351599257
9000;31012867059;3196068056;27501024924
10000;39160363036;3775808908;34643580296
1000;315327242;273518280;307935875
2000;1144274837;546664544;1325144351
3000;2642498535;780678105;2969979632
4000;4737066222;1135526972;5378572304
5000;7907046488;1452953487;8273718582
6000;12318228562;2016759334;12305561755
7000;17279269312;2396352173;16633226880
8000;23383975867;2775830533;22322477768
9000;31093933371;3218573754;27358362409
10000;39123322668;3691575531;34320579798
1000;298856613;274315243;312704218
2000;1127566513;540647288;1321122756
3000;2615327569;785070422;2995866931
4000;4789578297;1130676316;5390109440
5000;8108973535;1495676351;8321534420
6000;12144187226;2005702089;12155901322
7000;17278197780;2372122760;16340494985
8000;23354344218;2629767938;22036200857
9000;31305675090;3168902505;27259904782
10000;39018100902;3697297903;34435136329
1000;291156276;278181429;308517669
2000;1160594592;540230110;1331523766
3000;2612251624;772623021;2976004935
4000;4777597760;1156801163;5414652944
5000;7948596298;1447611589;8266502578
6000;12254817957;1919472592;12139829380
7000;17076937904;2056155631;16303339057
8000;23067312848;2552853595;21885966851
9000;31172524877;3228301531;27489095688
10000;39816471233;3723112796;34242273935
1000;308621645;279597881;311921826
2000;1144857933;559028649;1331747163
3000;2610012143;796782375;2972133550
4000;4706364566;1181510868;5418620866
5000;8014785681;1548616867;8360849192
6000;12612465244;1805732177;12073139360
7000;17249555032;2539033120;16354477016
8000;23487909786;2951100488;22178218680
9000;30922376152;3224590065;27399681894
10000;38976869849;3674054441;34931846060
1000;291428246;278833257;314929575
2000;1142749020;536163362;1324831338
3000;2548585535;835707655;2969565303
4000;4839765640;1139514886;5400864709
5000;7994768971;1517420491;8367200683
6000;12100138080;2058755959;12128685261
7000;17481095713;2264574745;16367236525
8000;23279849267;2727936473;22019909987
9000;31679645451;3219957923;27533149072
10000;40184357233;3040158287;34446292518
1000;285822081;277722876;314388513
2000;1161758481;567644928;1328938651
3000;2768564013;787088813;2984188402
4000;4923026554;1100067811;5426625575
5000;8009070853;1497211900;8278824113
6000;12208434173;2015679688;12235708392
7000;17383607399;2241085681;16360078377
8000;23819048649;2805322243;21992879829
9000;30971428990;3208949588;27439853981
10000;39776466107;3738597190;34222889130
1000;286325563;273573112;308789448
2000;1136610176;536262119;1323229884
3000;2653906984;784326537;2982050267
4000;4742539700;1172013270;5400343569
5000;7912344506;1562103631;8236425338
6000;12123478348;2014632127;12121881228
7000;17518065502;2314277052;16402158702
8000;23995114356;2504368439;21851730697
9000;30619398960;3125795135;27277649351
10000;39265733856;3722083824;34401196639
1000;315971391;268790970;303643146
2000;1160436035;531020616;1324782472
3000;2639612297;817123150;2992432969
4000;4843486912;1106976619;5411465325
5000;7773474143;1559066636;8301883363
6000;12355115381;1979708846;12130139661
7000;17481497089;2168888569;16215446647
8000;24053870701;2653265101;21989993743
9000;30547840013;3226041460;27463068797
10000;38805748535;3734079831;34097138931
1000;287805525;288950579;311622676
2000;1182523587;535836032;1326405971
3000;2636777085;795186073;2971450517
4000;4758067374;1168515958;5415273240
5000;7869948124;1584840178;8281543532
6000;12034674974;1928813683;12178038152
7000;17328193002;2126745398;16336771697
8000;23315535535;2687849255;22123576237
9000;30764637919;3214608008;27238964044
10000;39224657063;3754587633;35190945240
1000;288709432;276746601;309480288
2000;1135372405;540952949;1328954235
3000;2626745372;809858888;2964055542
4000;4665531858;1128024703;5382166012
5000;8023936632;1570943961;8252500457
6000;11882874120;1947327785;12085955738
7000;17204510564;2228662196;16397422187
8000;23308813823;2878545661;21821458237
9000;30968326664;3191712079;27499035473
10000;39008076685;3702097461;35011978015
1000;284815732;273279958;311131490
2000;1136325049;544489983;1333421176
3000;2560203265;789330142;2975110900
4000;4837790796;1197446143;5400488777
5000;8044458870;1548601584;8264724958
6000;12347198110;1651019204;12103669104
7000;17591853779;2297831461;16331523333
8000;23721488877;2646736721;21948439360
9000;30965541572;3196880842;27325438624
10000;39966114837;3769773463;34366668358
