1000;906679742;873016650;1797703724
2000;1825580431;949604377;3468561501
3000;2796233996;995672023;5135675706
4000;3617760729;1058272799;6715968106
5000;4586315394;1208339050;8420340915
6000;5427799755;1429379381;10037190989
7000;6386092108;1479509446;11774414163
8000;7442003105;1671221672;13486262404
9000;8198512503;1762847948;15098467837
10000;9051664377;1807398686;16605339497
1000;907720260;874354844;1720160479
2000;1847650957;944983454;3454124760
3000;2792518127;1003907811;5124365718
4000;3596004376;1055579816;6700897168
5000;4745535568;1220821194;8432631144
6000;5400764234;1330515055;10154287624
7000;6344001790;1558910528;11775760454
8000;7339391051;1652625775;13406802663
9000;8309778199;1760503273;15003572743
10000;9044575244;1798750933;16592673061
1000;927355969;879418960;1711241797
2000;1830170129;951530621;3448774348
3000;2719686609;1010666636;5138343195
4000;3610538086;1064527321;6708443799
5000;4650557434;1201830379;8444869292
6000;5425997275;1418159654;10000998771
7000;6328370671;1577295705;11737195150
8000;7655993915;1641603788;13430290491
9000;8299205543;1762211999;15039681445
10000;9081536342;1818465365;16579330117
1000;903336433;877695089;1718128393
2000;1819302551;947198284;3450099630
3000;2721457727;1003041806;5131240967
4000;3580315421;1057871286;6956122187
5000;4719782223;1213513707;8458994735
6000;5472060022;1397067457;10032457755
7000;6321866381;1556669556;11803820892
8000;7438743048;1670772190;13469413443
9000;8265491550;1761875008;15122036271
10000;9126027538;1796952957;16558580420
1000;923974910;872475447;1728599765
2000;1854496636;946392135;3458115082
3000;2735824686;992009479;5126883112
4000;3635039058;1058566337;6733145049
5000;4620065252;1208431304;8441311234
6000;5408518762;1410423162;10046916226
7000;6355688055;1555144674;11782653989
8000;7476864687;1653169193;13412097707
9000;8215557763;1742765596;15059362791
10000;8994009261;1812454071;16610573612
1000;928921141;877500970;1716107575
2000;1858172356;945857515;3457457975
3000;2738020934;997950762;5129040883
4000;3562992062;1066806665;6787498575
5000;4639357489;1219651954;8427729869
6000;5390228526;1402783388;10159807343
7000;6450749171;1565844177;11923137145
8000;7356478750;1657650508;13357017739
9000;8140599783;1759606906;15027823020
10000;9052141221;1817458163;16760687855
1000;936147036;877007289;1721635718
2000;1834217828;956404638;3448966194
3000;2752982803;993771455;5143908584
4000;3662624804;1054701074;6757742204
5000;4703974534;1206146930;8397909918
6000;5480799927;1406902512;10020742676
7000;6318237506;1558519152;11784131484
8000;7552790395;1677079106;13447377967
9000;8152857908;1771316295;15047322734
10000;9075077591;1805465364;16607324443
1000;901539606;873234512;1713279240
2000;1833175937;944482920;3456664837
3000;2726207591;995082681;5129075462
4000;3586144983;1056072954;6757785099
5000;4621356901;1205041855;8429663211
6000;5450589669;1402281537;10017378832
7000;6335267738;1565155597;11742562379
8000;7435361734;1630195899;13450937930
9000;8276269627;1752970060;15033803972
10000;8980265634;1797490382;16550178093
1000;915295115;876384770;1717933770
2000;1874020432;938705976;3452005282
3000;2739269369;1005326859;5127964702
4000;3657494753;1058140265;6704773537
5000;4671788671;1203123497;8460863323
6000;5381632608;1415629666;10216414274
7000;6405168581;1559649053;11819108912
8000;7404083380;1638341650;13367165315
9000;8230982069;1765962249;15043090040
10000;8982170944;1795584442;16575836894
1000;937312110;874690844;1714784962
2000;1870113194;948276294;3469353680
3000;2782456513;999233930;5144704583
4000;3713123083;1055114938;6725420080
5000;4620024126;1214063135;8423015618
6000;5401637802;1412574855;10279712963
7000;6343442737;1577929368;11924416763
8000;7394007025;1657781016;13405112098
9000;8272277840;1752930261;15035693447
10000;9002855525;1802289819;16679071666
1000;929783251;872344109;1721370003
2000;1824209687;948410350;3449141922
3000;2786141785;993495609;5139195357
4000;3577714110;1057723409;6703011883
5000;4628782865;1208881071;8522559154
6000;5417016817;1407712529;10075739265
7000;6319770583;1567636560;11796942375
8000;7372927645;1668668400;13406200632
9000;8203551464;1757492118;15040928658
10000;8964287084;1806827288;16804842122
1000;901525828;872212812;1711325181
2000;1848768268;949995854;3444807657
3000;2739856819;997638790;5149233510
4000;3596353006;1052634429;6716329186
5000;4694885303;1206125936;8580999851
6000;5427298515;1411953739;10174507757
7000;6515118610;1558861965;11772843057
8000;7439324419;1664785208;13462294534
9000;8236290443;1761363098;15205266494
10000;9009212650;1800753016;16563956888
1000;912714200;874661474;1707587178
2000;1843612455;945358405;3443764111
3000;2735055815;1003230838;5173012755
4000;3553785593;1057970002;6724912358
5000;4574549068;1208527077;8442965770
6000;5779875250;1472752988;10071532335
7000;6400998063;1557510285;11767624135
8000;7455918546;1669240616;13460548074
9000;8245070917;1765853489;14978480832
10000;8971903150;1813191431;16723861660
1000;901444419;875514376;1713490517
2000;1841754135;947982869;3453609387
3000;2778819059;991897565;5129893501
4000;3585226098;1062694315;6970294683
5000;4659398753;1214569192;8432917117
6000;5411403256;1384995001;10170443129
7000;6395981900;1565695667;11810655515
8000;7400273355;1658040282;13426182254
9000;8273554102;1766473039;15112922453
10000;8972957958;1805694708;16569218059
1000;907414988;878717991;1717840684
2000;1852480672;940663014;3477396358
3000;2753087011;1011230047;5117688341
4000;3562743318;1056566766;6810512743
5000;4628596137;1214265470;8448958124
6000;5454572342;1414876717;10045691919
7000;6371846213;1581907839;11781406277
8000;7367028926;1619665150;13412860775
9000;8175911933;1767748515;15009489576
10000;9072839208;1799559441;16588605042
1000;911579304;876478147;1727935124
2000;1804440063;943016801;3458489676
3000;2727449249;1004162501;5136536721
4000;3567482156;1064788775;6806143624
5000;4631777468;1201589780;8520082439
6000;5431707158;1413817156;10012183186
7000;6354904964;1556668146;11798141416
8000;7360205815;1654631894;13405296645
9000;8185317522;1762846149;15000810743
10000;9020815645;1799851593;16544283291
1000;911662517;878339512;1712115775
2000;1846706469;936532522;3457434865
3000;2744132790;1005785498;5133795021
4000;3626509910;1066580664;6704421959
5000;4648715516;1210813564;8551597106
6000;5443816940;1405935796;10162531481
7000;6394836163;1557504330;11877693604
8000;7414002697;1644031257;13455798558
9000;8214612599;1759100205;15262102029
10000;9007255245;1815101811;16622292134
1000;897062581;873281601;1742761105
2000;1867764551;944461197;3457321329
3000;2741846519;1004761783;5112374053
4000;3591173856;1059411377;6781149893
5000;4627489305;1209337040;8435958469
6000;5399669715;1416481648;9969345176
7000;6349293954;1558726783;11775880213
8000;7440393632;1665834668;13350087792
9000;8173399086;1769812596;15071205302
10000;9038496125;1803695566;16645948423
1000;904374368;876095348;1715721877
2000;1846509438;944984914;3459844782
3000;2746597447;992133597;5140771812
4000;3592372531;1059155559;6692652511
5000;4637425374;1224532854;8449840854
6000;5494053568;1402590408;10021060296
7000;6387233533;1561712211;11837193233
8000;7464937596;1661402266;13399284345
9000;8234437719;1760045892;15211438290
10000;8997883299;1809014530;16510688767
1000;905315358;877156471;1713726260
2000;1856714438;945676335;3479188053
3000;2838111260;994309722;5111757026
4000;3618689002;1056581000;6750538014
5000;4609859494;1207584005;8438926527
6000;5434089170;1406944822;10122372878
7000;6307359881;1557652857;11802657106
8000;7374066637;1656798372;13433180177
9000;8247211349;1763332452;15085350295
10000;8977040862;1804721846;16569892279
1000;911709750;876866977;1715715053
2000;1847766653;949446825;3452233593
3000;2748686582;994771717;5123441276
4000;3611324994;1056530673;6719255429
5000;4699976483;1213488021;8405399440
6000;5424616084;1405763299;10017550185
7000;6325587603;1565537616;11778237515
8000;7352647235;1669438862;13479602344
9000;8276700780;1741771484;15043374697
10000;8967060847;1815143031;16534377317
1000;905788013;874563303;1713578705
2000;1869904398;946084874;3474951404
